4541.23 3692.17 7132.78 4453.67 1153.51 
36516.9 29285.3 31794.6 33142.9 55099.9 
373.635 1625.4 510.826 206.093 281.021 
39.2675 35.9169 44.6786 33.4999 10 
7740.37 4412.63 10899.2 22479.6 8020.36 
8990.65 9173.89 21302.7 21681 26875.1 
239945 155824 445939 439798 134527 
9183.77 10305.9 24168.3 9549.63 16993.2 
29865.5 134006 38639.8 17643.6 28802.2 
8052.03 7888.13 6178.85 2631.33 1674.43 
1037.6 896.676 1157.53 1140.92 1560.89 
12852.4 11440 10806.5 15985.4 17297.9 
158.75 894.824 1436.64 1593.06 252.121 
3300.69 5652.39 1988.16 3401.88 1580.24 
21443.7 49740.2 25628.9 11100.5 18175 
30543.7 20395.9 24679 22478.7 17234.5 
9212.68 18105.4 11748.4 9075.26 9867.66 
81631.9 92945.7 119527 162064 120987 
2463.12 1259.14 1544.48 1046.95 2201.36 
12268.7 7644.28 19482.4 19028.1 10053.6 
860.242 507.397 1633.8 2146.03 531.97 
4512.11 2357.44 1968.74 2082.57 1507.66 
3402.1 4470.24 3831.68 4476.86 6374.92 
248936 244242 268465 315314 338295 
3378.28 2447.82 2384.63 5404.75 5371.13 
10012.3 3773.36 6602.63 3146.09 5705.58 
3952.48 4338.79 4094.7 2503.53 1872.47 
12316.4 8673.81 14216.2 5558.61 7089.17 
1011.13 1622.5 2205.25 2679.76 2089.11 
2824.17 3719.91 5909.97 1853.45 4211.4 
158908 210575 154014 183695 159780 
71606.7 50400.1 36090.4 96664.8 66814.8 
7975.23 6319.06 5634.19 9841.4 4072.39 
10657.9 8305.03 13051.2 9587.91 3961.64 
554003 494553 683834 530998 826956 
56512.1 82678 111772 66903.5 62323.9 
132592 78367.9 66324.2 148660 66255 
5419.74 9192.02 5065.08 5280.54 4293.8 
2798.86 2042.44 1812.59 1548.92 1750.15 
11808 12553.6 31145.9 22725.6 17011.7 
178915 246775 197112 140159 137860 
10328 20664.6 7103.19 14856 5578.72 
29.7337 14.7432 21.8959 20.1217 22.9741 
6135.49 3547.11 3313.48 3568.51 3155.2 
31648.7 16987.2 25478.5 16037.5 16457.2 
602722 613017 475663 758081 586447 
1039.15 572.51 1331.36 391.614 96.984 
1125.19 1167.94 797.217 694.298 297.092 
3451.8 1650.94 3888.22 6799.38 2351.51 
62758.3 38362 45301.8 52774.9 83160.5 
718.799 411.573 268.221 1071.23 1641.26 
375.576 304.325 462.663 698.387 140.669 
2896.85 1199.79 1620.31 4567.68 1538.69 
42874.1 49758.6 52336.5 49299.4 34513 
606.001 816.477 550.224 323.169 528.478 
98431 71605.6 38634.8 54734.4 41980.9 
1552.96 1111.73 1181.32 1600.19 2611.04 
6531 12846.7 6254.27 5304.61 6740.89 
9837.05 14016.9 7600.79 19354.8 13877.4 
122682 161713 142315 164046 238576 
229.072 212.962 431.652 221.671 549.547 
26.9393 24.8736 33.7993 13.4833 42.5159 
8378.52 6401.33 6074.35 4488.12 10701.2 
8448.24 9006.94 13071 8351.89 8792.33 
5142.61 3525.44 7376.93 8990.64 4337.63 
99277.9 55348.6 90174.5 121147 142223 
76.0672 104.315 80.505 243.85 230.962 
23480.5 21057 12355.8 38288.4 13032.2 
4029.35 3496.31 2572.31 1842.8 556.253 
3413.96 4612.29 11819.9 2777.65 2035.54 
2690.91 9137.83 8674.33 9361.02 2307.57 
87448.9 96262.3 122704 136933 52370.2 
538602 553736 847094 644217 859748 
112392 101162 110176 94267.9 60426 
436.075 231.849 171.77 400.516 220.161 
1532.28 1949.93 1191.32 917.98 231.154 
34.2776 68.0275 58 135.494 31.7169 
60.3804 140.635 56.532 90.4677 63.3983 
1738.58 642.796 1125.48 943.169 3380.62 
8521.12 14494.5 15091.4 7959.4 5579.98 
2348.2 2468.68 3374.75 2050.75 7086.42 
70728.2 77118.8 80884.7 198332 106514 
12162.4 8072.82 9323.95 10347 13653.1 
6365.3 4380.92 4193.8 3503.98 3588.69 
5456.36 4571.21 4538.22 5597.84 5285.83 
224.962 277.555 360.479 821.2 261.666 
431996 421454 596097 450062 613481 
385.01 209.713 614.018 419.088 706.664 
52.5214 56.8842 226.411 41.9369 126.074 
856.503 1225.9 804.468 375.621 462.494 
260.513 638.948 544.248 103.391 618.226 
5039.02 6123.79 4833.27 5785.41 1717.79 
2828.16 4959 6145.18 4140.34 6833.27 
