1 127.573 -52.7662 -55.7532 -46.9898
2 323.142 -53.321 -0.639081 -40.1487
3 156.612 -4.63989 26.3265 57.3823
4 90.1099 -13.8533 -35.9943 9.88634
5 22.4164 -57.0766 -36.9574 -28.9515
6 9.16726 108.078 64.5407 -47.1123
7 -90.2534 -394.459 -707.776 -654.279
8 -28.7568 -31.2322 33.5762 33.4833
9 -9.478 -17.7102 13.4502 141.864
10 94.2266 422.423 290.85 -214.666
11 -0.494936 -84.3644 -35.4013 -34.517
12 312.035 -37.9959 40.2163 21.6943
13 -21.5096 -51.8169 21.4964 -70.5591
14 404.026 16.8819 -72.9497 -36.5617
15 420.23 7.01981 -14.3919 21.1019
16 303.189 -14.7827 90.461 78.8086
17 134.74 -38.3664 -70.5482 -124.254
18 186.183 193.415 -100.221 -141.63
19 165.563 153.202 -112.82 13.2024
20 246.689 128.152 45.7159 10.6181
21 353.986 -50.9645 -27.3978 -31.3736
22 115.668 -117.125 11.1303 -57.7688
23 198.414 -18.1753 -63.7977 -86.1957
24 191.702 -47.9311 31.2796 -41.773
25 116.899 70.903 29.2707 -99.4816
26 -62.0856 -113.074 -40.6845 -92.2875
27 54.0644 -110.887 -84.1031 -42.5513
28 116.652 25.7679 11.5442 -23.6745
29 214.283 204.495 -31.0669 -17.1071
30 220.003 -96.5073 -6.02073 51.2936
31 208.208 -87.5631 18.0342 -328.526
32 66.5125 66.1784 27.8928 -162.45
33 90.4354 60.5062 -56.088 -142.104
34 357.857 21.0229 -60.9148 -76.2154
35 1.20964 128.301 -163.101 -135.047
36 300.846 -78.7105 -61.47 -275.189
37 21.8956 -327.703 -699.694 -468.699
38 61.0408 24.7871 68.6016 -103.404
39 427.843 -7.2012 -128.827 -122.852
40 93.0888 -15.006 62.5732 -54.6908
41 -57.2053 -60.865 -101.701 -220.042
42 272.243 -97.325 14.9003 -6.41742
43 -15.7459 -45.1913 -59.9653 -39.8135
44 29.4986 31.0076 13.7457 -90.2035
45 -11.3294 -207.699 -69.6963 -49.3117
46 203.838 198.816 50.2457 -77.5536
47 78.7334 -2.23301 60.8432 -80.4817
48 -8.20965 -153.88 47.7952 -237.737
49 57.8097 -249.212 33.5344 -18.2779
50 80.3658 4.72068 -92.4 -19.0914
51 276.938 -98.3618 -49.7484 -133.717
52 148.502 100.493 -90.4768 -196.302
53 60.8047 19.5904 -34.5953 -107.098
54 20.6704 -16.1494 3.48792 -79.778
55 599.63 246.719 350.143 202.488
56 287.681 52.5447 -54.2102 8.99419
57 241.385 -45.9596 -57.0199 -208.293
58 101.689 -8.05104 92.9437 -156.856
59 43.731 2.50054 -24.774 -73.6055
60 91.3948 194.906 -128.124 3.89386
61 -40.285 -17.0863 19.6171 -152.74
62 331.881 21.4794 15.9683 -115.979
63 135.848 -1.24232 -4.6665 -28.1964
64 290.61 160.861 37.0079 63.5245
65 366.692 -129.861 -26.0269 -95.9742
66 155.734 5.05563 -47.2555 44.7008
67 131.015 88.4339 42.1357 -216.329
68 675.272 53.9055 -97.8392 110.147
69 220.351 -30.1442 16.8678 -42.9928
70 213.42 33.5715 21.569 -18.2428
71 633.349 4.66679 -24.1029 -132.921
72 278.416 -76.2855 -51.9184 122.961
73 99.9764 12.1925 51.1557 32.2098
74 131.181 -3.57006 -72.9762 -50.4767
75 273.749 -25.7741 22.8388 -161.951
76 45.7325 -5.93251 -71.6083 -513.97
77 -27.724 70.9156 14.724 -112.102
78 277.517 35.5603 116.666 -107.546
79 85.9155 18.7838 -86.7349 37.1684
80 21.4484 0.573359 -60.1577 -11.4517
81 361.683 1.22668 -28.2386 5.55391
82 41.1539 100.577 -118.781 -192.955
83 -32.198 145.58 -38.9199 -68.0174
84 20.0445 -19.5326 11.3932 -116.246
85 358.933 -68.1465 -89.2094 -177.987
86 307.064 -33.008 -16.5476 -276.92
87 -28.077 -55.2563 -55.4251 -32.4759
88 83.5235 37.7575 80.4758 -27.6319
89 379.84 124.354 -27.8064 -140.594
90 224.738 -0.434723 44.8114 -5.19896
91 210.438 -66.9741 -116.05 13.4859
92 417.567 -82.9705 -41.506 -109.045
93 -75.4371 29.6046 62.3642 13.0933
94 -23.9133 8.6177 -82.69 -413.39
95 361.731 -43.2947 85.284 -5.32291
96 436.678 -52.2008 -31.5762 -108.112
97 214.687 -26.5528 -108.013 45.5707
98 285.976 -99.4438 -50.183 -184.176
99 361.895 -123.451 -41.8748 -72.534
100 20.4596 -23.3498 33.9768 -219.681
