15.3733 18.4927 61.6191 12.99 45.5759 
133.555 153.896 151.754 140.189 81.4188 
10.7088 56.427 8.32628 16.1391 13.934 
7.0005 3.20818 4.28024 6.55584 6.04972 
70.9042 94.8303 48.4784 61.0831 68.5531 
70.5586 75.3842 76.7433 84.6527 117.612 
235.123 359.385 177.399 190.846 395.491 
32.5253 22.9356 111.729 30.773 64.8701 
102.105 362.702 69.0619 152.342 104.091 
52.0587 28.1569 27.3127 53.4991 61.8719 
11.5104 15.2731 14.0255 15.2661 13.1956 
108.643 92.5319 88.7968 155.537 178.502 
35.6301 19.333 10.9816 18.4886 33.8181 
12.2461 36.8228 30.3769 14.4928 36.4618 
25.9756 237.901 62.4922 63.3493 48.9298 
44.3164 56.2296 34.1037 59.2315 80.3548 
53.4267 44.4281 37.2081 50.7035 47.6767 
54.914 101.504 202.802 363.442 209.347 
19.1673 29.2013 25.265 32.2988 13.2923 
53.1282 84.9955 28.9181 19.1603 67.9115 
7.90475 13.423 30.6909 48.5772 13.3223 
45.9325 10.3852 13.0955 11.4401 21.4954 
16.1259 31.695 14.602 39.5491 90.9496 
184.555 181.458 156.301 138.557 77.6018 
17.5756 18.7317 20.7349 48.1997 54.0148 
60.8067 29.1391 26.6984 40.2784 32.609 
23.9872 39.7297 27.0353 40.0612 43.101 
25.0727 25.1904 43.805 49.3957 36.84 
29.3789 20.6844 17.9573 23.0374 12.2152 
22.0156 44.3592 100.956 15.2881 51.5568 
169.717 71.3148 180.876 124.916 173.116 
36.8225 94.128 144.538 83.201 46.2972 
32.2898 32.4382 33.1604 29.0569 49.5266 
67.4985 77.1851 62.2745 73.6121 108.374 
122.999 197.537 136.222 144.156 343.576 
97.9542 28.4494 101.428 61.7258 86.664 
60.2727 175.096 206.435 45.3768 208.706 
14.9447 57.2165 12.2418 26.3211 34.2032 
15.7416 23.8943 24.7647 29.2106 29.3196 
192.764 189.927 114.689 148.978 172.099 
71.4823 177.422 61.4915 122.155 132.405 
71.9114 53.6478 95.8223 57.6665 105.047 
19.7161 3.82463 6.93428 7.2861 7.01787 
33.7883 47.3796 51.8535 46.6884 53.0971 
104.593 50.0528 67.9758 48.6719 39.2275 
80.6098 74.0898 178.659 242.495 73.4165 
22.164 12.5212 37.1031 14.4219 22.4329 
35.1022 42.1929 19.4718 14.157 10.1165 
39.3641 61.4662 38.318 26.6327 53.1986 
61.6705 78.8412 74.8907 69.9749 184.368 
7.97568 14.8375 19.8762 15.4326 36.4407 
7.66337 2.08168 15.5458 33.6455 9.46484 
20.2411 46.9331 39.7527 21.7032 40.7457 
79.7964 108.037 120.862 99.2064 55.4265 
15.5134 30.7533 22.066 10.9853 17.323 
175.944 58.0846 96.84 47.895 89.9913 
33.357 15.5117 26.1195 41.8751 75.8487 
28.6524 43.2597 30.1177 43.1614 33.353 
65.7194 38.0484 83.4397 54.1301 41.8035 
97.8376 195.257 136.142 199.493 441.3 
6.96299 11.3831 13.244 10.5862 29.7136 
3.7084 1.93501 5.44073 1.50625 15.4854 
58.2117 29.6722 25.0533 21.1816 85.1041 
72.1838 88.4127 152.3 67.9935 76.6023 
21.2753 26.6012 37.3055 66.8096 26.9089 
73.1352 145.197 50.3494 98.1002 151.558 
5.8688 4.6091 5.93216 17.1431 20.3139 
52.0932 63.2891 105.13 73.6165 99.9043 
45.1937 47.3264 17.3957 20.4917 34.9815 
31.073 32.9817 117.711 37.2482 47.0465 
63.8772 30.177 22.2953 28.902 68.4993 
100.17 132.814 235.59 299.392 77.4399 
146.416 124.785 261.44 47.5477 278.88 
49.0043 42.8781 63.6986 82.1555 156.986 
7.53994 13.3179 15.6611 10.8682 17.2497 
7.57736 16.4566 16.5238 20.4952 35.7478 
3.89816 4.37942 2.79165 22.55 4.06571 
5.69125 7.02209 6.04915 4.49282 5.73199 
16.1448 24.2671 22.3059 17.2595 55.6386 
66.4325 25.6097 21.7043 73.004 88.453 
28.4866 24.8151 45.0576 13.4359 144.095 
55.4078 73.4863 86.2276 559.686 187.822 
25.4985 40.2006 39.7123 41.5364 39.3038 
20.9248 22.0531 20.6282 32.0704 28.78 
64.2345 47.797 47.4883 75.7821 63.923 
22.3647 21.5617 17.4346 32.0191 20.6195 
76.3858 82.9158 194.116 54.7339 213.324 
15.4248 5.90003 35.4801 16.9814 46.706 
5.85565 8.39242 29.7713 6.80843 5.85195 
9.53998 27.2698 14.1856 15.4189 11.4187 
9.91886 34.1455 24.0568 11.6868 28.6637 
10.6748 28.287 20.3932 12.7106 52.6473 
9.44826 51.6237 69.4365 31.1367 83.2362 
63.9311 57.9549 77.8308 21.8704 31.009 
8.33797 6.73457 10.4792 9.98263 48.4161 
18.1413 11.7687 24.9958 22.3255 41.5825 
13.6687 58.1982 71.7846 37.7135 46.2791 
98.7926 86.7514 545.204 193.497 379.056 
36.6826 15.7909 50.9023 65.9417 83.533 
204.238 78.5857 113.934 119.953 359.653 
20.5847 30.0926 32.7817 27.4645 18.3101 
78.6978 27.428 70.8175 104.834 129.228 
5.64693 9.12691 24.0943 7.6243 7.68896 
34.146 24.7561 13.037 19.2134 31.6462 
84.1527 117.155 157.764 62.8102 80.5981 
70.3871 133.035 71.0369 180.431 211.506 
21.5095 44.0662 51.523 172.642 102.477 
10.2872 6.06382 9.20778 19.9582 8.08109 
253.955 80.8893 136.122 269.643 175.279 
57.1337 65.9601 79.1233 42.8184 107.366 
194.102 90.2142 94.1355 98.6131 51.9259 
28.0387 43.9912 24.0656 15.6646 55.7784 
29.1191 39.6338 66.0349 22.8107 104.921 
23.5609 12.7353 9.30399 18.0933 13.8331 
36.368 45.857 53.8275 42.9039 30.6014 
7.79149 12.5676 8.71885 25.9385 12.7121 
134.022 59.5055 92.0583 103.991 46.6029 
106.797 118.793 145.492 355.718 693.603 
16.2319 28.0258 12.5687 9.21594 7.31944 
2.05246 16.5342 8.42737 5.06357 3.47773 
15.5377 17.9988 8.85004 15.6411 16.0963 
16.3198 6.64743 14.4329 6.28677 10.1713 
8.57024 79.9132 25.9811 59.575 18.2608 
42.8995 44.5742 10.2603 58.1724 11.2052 
111.761 64.8583 153.199 146.636 39.6896 
13.9708 23.2975 14.204 37.0752 32.6805 
80.4323 28.5674 83.1693 30.3962 72.1004 
3.41684 4.69026 4.85475 6.21064 4.26987 
43.6701 24.0812 40.1571 26.0765 89.5273 
3.34372 2.66035 10.1583 13.628 83.8413 
23.8356 41.3935 20.3448 44.2916 117.981 
19.4518 68.7137 12.097 19.6115 27.19 
59.4017 22.409 19.8882 25.9449 35.4287 
5.64452 13.9338 6.63811 13.3454 12.2397 
55.3373 92.0678 54.1547 179.278 313.756 
18.1831 12.0689 31.2088 16.6157 135.892 
159.361 243.492 44.7932 217.111 84.5848 
316.436 363.379 66.3883 251.022 498.059 
44.5873 18.0525 9.94391 11.2103 76.9532 
65.3904 44.0878 18.7002 23.0638 36.6989 
10.4244 8.55277 35.8172 60.1871 26.7362 
33.3959 44.2894 35.6136 99.1543 83.7348 
22.8838 56.9414 76.6386 37.5622 22.9583 
81.8947 104.92 41.1773 633.216 191.792 
12.5315 23.036 28.0285 22.8159 15.2358 
12.9518 23.215 55.5283 16.3258 14.7438 
24.9215 49.1028 34.3646 18.7247 32.2994 
