1 0.0086685 0.00871528
2 0.0169309 0.0168837
3 0.0261626 0.0258963
4 0.0385573 0.0359809
5 0.0578104 0.0520681
6 0.0822324 0.0729948
7 0.11247 0.0959549
8 0.145777 0.123743
9 0.18904 0.16219
10 0.24169 0.207055
11 0.302012 0.262498
12 0.358829 0.321612
13 0.411444 0.37278
14 0.468726 0.428364
15 0.533452 0.488746
16 0.593907 0.548646
17 0.647954 0.59768
18 0.696862 0.643752
19 0.740949 0.690579
20 0.780677 0.731895
21 0.814672 0.768613
22 0.845059 0.804314
23 0.871225 0.837619
24 0.893943 0.865933
25 0.913464 0.889572
26 0.930332 0.911267
27 0.944404 0.9301
28 0.956864 0.947928
29 0.967944 0.962771
30 0.976851 0.973835
31 0.984544 0.981973
32 0.990713 0.988071
33 0.99506 0.993101
34 0.998043 0.996274
35 0.999408 0.99791
36 0.999892 0.998965
37 0.999971 0.999724
38 1 0.999998
39 1 1
40 1 1
41 1 1
