1 0.0126331 0.0108638
2 0.0244793 0.0209968
3 0.036524 0.0310036
4 0.0485008 0.0411242
5 0.0613636 0.0512034
6 0.0746661 0.061059
7 0.0888826 0.0722344
8 0.103405 0.0848931
9 0.119706 0.104095
10 0.147064 0.123062
11 0.17825 0.145779
12 0.217663 0.180783
13 0.267164 0.227125
14 0.330192 0.273908
15 0.40096 0.317074
16 0.461964 0.359962
17 0.515023 0.403775
18 0.563319 0.446017
19 0.608952 0.486805
20 0.654678 0.521919
21 0.696474 0.55355
22 0.736621 0.582992
23 0.77226 0.610484
24 0.804212 0.637386
25 0.833342 0.665274
26 0.85923 0.694209
27 0.884142 0.718366
28 0.905795 0.739656
29 0.924716 0.7601
30 0.941283 0.780461
31 0.954934 0.800404
32 0.967403 0.81962
33 0.976086 0.837762
34 0.982367 0.854306
35 0.987271 0.87036
36 0.991443 0.885519
37 0.994539 0.899122
38 0.996678 0.912886
39 0.998261 0.925137
40 0.999251 0.935676
41 0.999826 0.94462
42 0.999993 0.952213
43 1 0.959179
