1 0.0100854 0.00857799
2 0.0195726 0.0166659
3 0.0292216 0.0250565
4 0.0392244 0.0337534
5 0.0498592 0.0426017
6 0.0607881 0.0521121
7 0.0722483 0.0615414
8 0.0844841 0.0736886
9 0.10549 0.0909391
10 0.134133 0.115043
11 0.159999 0.153169
12 0.184567 0.198714
13 0.20869 0.246851
14 0.229773 0.289379
15 0.251559 0.330618
16 0.272368 0.371522
17 0.292386 0.415006
18 0.31221 0.461072
19 0.335832 0.508392
20 0.367415 0.559523
21 0.401845 0.611201
22 0.434294 0.664882
23 0.466709 0.715413
24 0.497892 0.75646
25 0.528077 0.791327
26 0.563731 0.820544
27 0.603601 0.84608
28 0.646664 0.869791
29 0.689267 0.891763
30 0.726566 0.914901
31 0.761288 0.935097
32 0.794588 0.951443
33 0.827868 0.964775
34 0.855779 0.976008
35 0.881003 0.983829
36 0.905044 0.989843
37 0.928515 0.993695
38 0.951542 0.996182
39 0.967035 0.99771
40 0.977435 0.998673
41 0.984221 0.999192
42 0.989405 0.999597
43 0.993317 0.999819
44 0.99622 0.999959
45 0.997977 1
46 0.999158 1
