1 0.00552214 0.0050475
2 0.010621 0.00978457
3 0.0159902 0.01474
4 0.0221871 0.0203965
5 0.0294884 0.0278881
6 0.0402307 0.0372588
7 0.0523007 0.0481289
8 0.0646652 0.061244
9 0.0794624 0.0786255
10 0.0988169 0.0992573
11 0.12144 0.1228
12 0.148568 0.147547
13 0.175725 0.176853
14 0.205596 0.207409
15 0.236813 0.239819
16 0.26722 0.273717
17 0.298677 0.308041
18 0.330433 0.344894
19 0.362904 0.382932
20 0.39562 0.421985
21 0.427834 0.462363
22 0.459919 0.50538
23 0.49305 0.547621
24 0.527684 0.588759
25 0.560455 0.627979
26 0.590715 0.665701
27 0.620108 0.701732
28 0.651144 0.736017
29 0.68267 0.766491
30 0.713734 0.793915
31 0.74401 0.817474
32 0.773038 0.839748
33 0.799572 0.860932
34 0.823645 0.881443
35 0.846029 0.901855
36 0.867814 0.917511
37 0.887422 0.928725
38 0.904566 0.938017
39 0.92141 0.945968
40 0.935198 0.953404
41 0.946668 0.960956
42 0.956538 0.96734
43 0.964412 0.972278
44 0.971113 0.976197
45 0.976321 0.979447
46 0.980596 0.982606
47 0.984492 0.985235
48 0.987867 0.98741
49 0.991045 0.989727
50 0.993552 0.992228
51 0.995543 0.994758
52 0.996541 0.996455
53 0.997411 0.99894
54 0.998157 0.999358
55 0.998829 1
56 0.99934 1
57 0.999703 1
58 0.999926 1
59 0.999995 1
60 1 1
61 1 1
62 1 1
