1 0.00475223 0.00449291
2 0.00938091 0.00875521
3 0.0143006 0.0131903
4 0.0200805 0.0181375
5 0.0267913 0.0238338
6 0.034148 0.0307067
7 0.0446662 0.040218
8 0.0590195 0.0513856
9 0.0778692 0.065881
10 0.102227 0.0860516
11 0.13041 0.113556
12 0.160862 0.143151
13 0.19358 0.173665
14 0.227966 0.204578
15 0.265663 0.235466
16 0.306157 0.268808
17 0.348249 0.306012
18 0.393113 0.345491
19 0.438015 0.386007
20 0.483842 0.427794
21 0.531871 0.470819
22 0.578363 0.511175
23 0.623092 0.550308
24 0.666067 0.588724
25 0.70906 0.62603
26 0.749503 0.663736
27 0.786998 0.700668
28 0.822884 0.736449
29 0.854221 0.771145
30 0.884493 0.803548
31 0.910586 0.831439
32 0.932536 0.856889
33 0.950177 0.881579
34 0.964354 0.903278
35 0.974853 0.923077
36 0.982161 0.93854
37 0.987432 0.951576
38 0.99152 0.962838
39 0.9945 0.972198
40 0.99658 0.981685
41 0.997521 0.988347
42 0.998242 0.991752
43 0.998778 0.994332
44 0.9992 0.996276
45 0.999541 0.997661
46 0.999795 0.998924
47 0.999978 0.999636
48 1 0.999927
49 1 1
50 1 1
