1 0.0173216 0.0236139
2 0.0331489 0.0456823
3 0.0490639 0.0680207
4 0.0650025 0.091692
5 0.0817372 0.11518
6 0.0992781 0.140747
7 0.116954 0.171003
8 0.137912 0.203878
9 0.170002 0.245182
10 0.211769 0.318156
11 0.271665 0.410118
12 0.348797 0.502522
13 0.419352 0.611066
14 0.492373 0.693008
15 0.557156 0.763028
16 0.619147 0.838552
17 0.67748 0.876398
18 0.735102 0.907435
19 0.787539 0.928722
20 0.833753 0.943689
21 0.877217 0.959741
22 0.923889 0.970319
23 0.9594 0.981195
24 0.988555 0.987245
25 0.997551 0.991072
26 0.999686 0.994312
27 1 0.996725
28 1 0.99915
29 1 1
30 1 1
