1 0.00442233 0.00288311
2 0.00858795 0.00560625
3 0.0130735 0.00870919
4 0.0181371 0.012503
5 0.0247587 0.0178295
6 0.0323233 0.0260869
7 0.04066 0.0349124
8 0.051003 0.0442624
9 0.0647292 0.056087
10 0.0838582 0.0729328
11 0.107026 0.0927233
12 0.130632 0.112598
13 0.157282 0.132223
14 0.183094 0.153362
15 0.211185 0.177021
16 0.240992 0.201204
17 0.271622 0.225969
18 0.301175 0.25129
19 0.330703 0.280092
20 0.359269 0.310917
21 0.388858 0.341224
22 0.422108 0.370356
23 0.455525 0.403387
24 0.48894 0.439233
25 0.521998 0.474344
26 0.553819 0.509039
27 0.583046 0.545764
28 0.609981 0.584858
29 0.6367 0.62363
30 0.663005 0.660556
31 0.68995 0.698477
32 0.715834 0.738191
33 0.741077 0.774851
34 0.766229 0.809347
35 0.79099 0.843799
36 0.814904 0.872418
37 0.83845 0.898182
38 0.859421 0.918683
39 0.8788 0.935065
40 0.897297 0.948484
41 0.913339 0.959209
42 0.927292 0.96784
43 0.939508 0.974755
44 0.950285 0.980594
45 0.959609 0.985443
46 0.967695 0.989024
47 0.974915 0.991693
48 0.980979 0.993848
49 0.985262 0.995458
50 0.988808 0.996651
51 0.99184 0.99755
52 0.994235 0.998267
53 0.996245 0.998791
54 0.997543 0.999234
55 0.998149 0.999518
56 0.998644 0.999683
57 0.998998 0.999805
58 0.999271 0.999913
59 0.99949 0.999971
60 0.999734 1
61 0.999926 1
62 1 1
